,prop,subevent,role,causation,hp,metric,corr,pval,exp_count,method,td
140,0,1,0,1,ckpt_nb,MRR,0.38279080327081916,4.1151707613784674e-10,249,ULTRA,simple-triple
141,0,1,0,1,ckpt_nb,H@1,0.3250394872292464,1.5511886833440268e-07,249,ULTRA,simple-triple
142,0,1,0,1,ckpt_nb,H@3,0.36747733221236634,2.2305914730206613e-09,249,ULTRA,simple-triple
143,0,1,0,1,ckpt_nb,H@10,0.3219310536370637,2.065535067433082e-07,249,ULTRA,simple-triple
144,0,1,0,1,train_batch_per_epoch,MRR,,,249,ULTRA,simple-triple
145,0,1,0,1,train_batch_per_epoch,H@1,,,249,ULTRA,simple-triple
146,0,1,0,1,train_batch_per_epoch,H@3,,,249,ULTRA,simple-triple
147,0,1,0,1,train_batch_per_epoch,H@10,,,249,ULTRA,simple-triple
148,0,1,0,1,train_batch_size,MRR,0.07782489433686779,0.2210526852265892,249,ULTRA,simple-triple
149,0,1,0,1,train_batch_size,H@1,0.05693020318210107,0.3710282300940063,249,ULTRA,simple-triple
150,0,1,0,1,train_batch_size,H@3,0.09002642515940204,0.1566810965438743,249,ULTRA,simple-triple
151,0,1,0,1,train_batch_size,H@10,0.05664126929541044,0.37346501355514006,249,ULTRA,simple-triple
152,0,1,0,1,train_num_epoch,MRR,-0.03587662372083316,0.5731241157030734,249,ULTRA,simple-triple
153,0,1,0,1,train_num_epoch,H@1,-0.047622447094327655,0.45439203757301905,249,ULTRA,simple-triple
154,0,1,0,1,train_num_epoch,H@3,-0.047870096861222344,0.452046375295881,249,ULTRA,simple-triple
155,0,1,0,1,train_num_epoch,H@10,-0.019637566414253002,0.7578189876810302,249,ULTRA,simple-triple
156,0,1,0,1,batch_per_epoch,MRR,-0.04191499364533206,0.5103011539672311,249,ULTRA,simple-triple
157,0,1,0,1,batch_per_epoch,H@1,-0.06983527885937725,0.2723014120256968,249,ULTRA,simple-triple
158,0,1,0,1,batch_per_epoch,H@3,-0.04910553682259776,0.4404468267373022,249,ULTRA,simple-triple
159,0,1,0,1,batch_per_epoch,H@10,-0.05507331235079927,0.38685967318700387,249,ULTRA,simple-triple
160,0,1,0,1,batch_size,MRR,0.06748878214681676,0.28877789161614587,249,ULTRA,simple-triple
161,0,1,0,1,batch_size,H@1,0.048612860772176664,0.445052099933851,249,ULTRA,simple-triple
